graph,query,run,runtime_ms
artificial_trees_ultrawide_10000_baseline,01_insert_last_child_under_last_root,3,6.268
artificial_trees_ultrawide_10000_baseline,01_insert_last_child_under_last_root,4,5.568
artificial_trees_ultrawide_10000_baseline,01_insert_last_child_under_last_root,5,6.065
artificial_trees_ultrawide_10000_baseline,02_insert_first_child_under_first_root,1,5.946
artificial_trees_ultrawide_10000_baseline,02_insert_first_child_under_first_root,2,5.950
artificial_trees_ultrawide_10000_baseline,02_insert_first_child_under_first_root,3,5.915
artificial_trees_ultrawide_10000_baseline,02_insert_first_child_under_first_root,4,5.995
artificial_trees_ultrawide_10000_baseline,02_insert_first_child_under_first_root,5,5.933
artificial_trees_ultrawide_10000_baseline,03_insert_last_root,1,1.561
artificial_trees_ultrawide_10000_baseline,03_insert_last_root,2,1.512
artificial_trees_ultrawide_10000_baseline,03_insert_last_root,3,1.487
artificial_trees_ultrawide_10000_baseline,03_insert_last_root,4,1.529
artificial_trees_ultrawide_10000_baseline,03_insert_last_root,5,1.508
artificial_trees_ultrawide_10000_baseline,04_insert_first_root,1,1.716
artificial_trees_ultrawide_10000_baseline,04_insert_first_root,2,1.215
artificial_trees_ultrawide_10000_baseline,04_insert_first_root,3,1.121
artificial_trees_ultrawide_10000_baseline,04_insert_first_root,4,1.059
artificial_trees_ultrawide_10000_baseline,04_insert_first_root,5,1.055
artificial_trees_ultrawide_10000_dewey,01_insert_last_child_under_last_root,1,15.182
artificial_trees_ultrawide_10000_dewey,01_insert_last_child_under_last_root,2,16.027
artificial_trees_ultrawide_10000_dewey,01_insert_last_child_under_last_root,3,16.135
artificial_trees_ultrawide_10000_dewey,01_insert_last_child_under_last_root,4,14.844
artificial_trees_ultrawide_10000_dewey,01_insert_last_child_under_last_root,5,14.963
artificial_trees_ultrawide_10000_dewey,02_insert_first_child_under_first_root,1,190.746
artificial_trees_ultrawide_10000_dewey,02_insert_first_child_under_first_root,2,174.369
artificial_trees_ultrawide_10000_dewey,02_insert_first_child_under_first_root,3,173.464
artificial_trees_ultrawide_10000_dewey,02_insert_first_child_under_first_root,4,172.726
artificial_trees_ultrawide_10000_dewey,02_insert_first_child_under_first_root,5,172.260
artificial_trees_ultrawide_10000_dewey,03_insert_last_root,1,2.349
artificial_trees_ultrawide_10000_dewey,03_insert_last_root,2,2.171
artificial_trees_ultrawide_10000_dewey,03_insert_last_root,3,1.989
artificial_trees_ultrawide_10000_dewey,03_insert_last_root,4,1.930
artificial_trees_ultrawide_10000_dewey,03_insert_last_root,5,1.936
artificial_trees_ultrawide_10000_dewey,04_insert_first_root,1,158.551
artificial_trees_ultrawide_10000_dewey,04_insert_first_root,2,159.204
artificial_trees_ultrawide_10000_dewey,04_insert_first_root,3,157.326
artificial_trees_ultrawide_10000_dewey,04_insert_first_root,4,149.973
artificial_trees_ultrawide_10000_dewey,04_insert_first_root,5,151.625
artificial_trees_ultrawide_10000_prepost,01_insert_last_child_under_last_root,1,18.415
artificial_trees_ultrawide_10000_prepost,01_insert_last_child_under_last_root,2,17.563
artificial_trees_ultrawide_10000_prepost,01_insert_last_child_under_last_root,3,18.476
artificial_trees_ultrawide_10000_prepost,01_insert_last_child_under_last_root,4,18.370
artificial_trees_ultrawide_10000_prepost,01_insert_last_child_under_last_root,5,18.043
artificial_trees_ultrawide_10000_prepost,02_insert_first_child_under_first_root,1,130.058
artificial_trees_ultrawide_10000_prepost,02_insert_first_child_under_first_root,2,117.197
artificial_trees_ultrawide_10000_prepost,02_insert_first_child_under_first_root,3,117.507
artificial_trees_ultrawide_10000_prepost,02_insert_first_child_under_first_root,4,118.013
artificial_trees_ultrawide_10000_prepost,02_insert_first_child_under_first_root,5,117.772
artificial_trees_ultrawide_10000_prepost,03_insert_last_root,1,2.172
artificial_trees_ultrawide_10000_prepost,03_insert_last_root,2,2.008
artificial_trees_ultrawide_10000_prepost,03_insert_last_root,3,1.931
artificial_trees_ultrawide_10000_prepost,03_insert_last_root,4,1.878
artificial_trees_ultrawide_10000_prepost,03_insert_last_root,5,1.879
artificial_trees_ultrawide_10000_prepost,04_insert_first_root,1,102.132
artificial_trees_ultrawide_10000_prepost,04_insert_first_root,2,108.181
artificial_trees_ultrawide_10000_prepost,04_insert_first_root,3,107.183
artificial_trees_ultrawide_10000_prepost,04_insert_first_root,4,107.311
artificial_trees_ultrawide_10000_prepost,04_insert_first_root,5,107.656
artificial_trees_ultrawide_1000_baseline,01_insert_last_child_under_last_root,1,2.096
artificial_trees_ultrawide_1000_baseline,01_insert_last_child_under_last_root,2,2.062
artificial_trees_ultrawide_1000_baseline,01_insert_last_child_under_last_root,3,2.502
artificial_trees_ultrawide_1000_baseline,01_insert_last_child_under_last_root,4,2.345
artificial_trees_ultrawide_1000_baseline,01_insert_last_child_under_last_root,5,2.311
artificial_trees_ultrawide_1000_baseline,02_insert_first_child_under_first_root,1,2.653
artificial_trees_ultrawide_1000_baseline,02_insert_first_child_under_first_root,2,2.622
artificial_trees_ultrawide_1000_baseline,02_insert_first_child_under_first_root,3,2.561
artificial_trees_ultrawide_1000_baseline,02_insert_first_child_under_first_root,4,2.031
artificial_trees_ultrawide_1000_baseline,02_insert_first_child_under_first_root,5,2.656
artificial_trees_ultrawide_1000_baseline,03_insert_last_root,1,1.608
artificial_trees_ultrawide_1000_baseline,03_insert_last_root,2,1.705
artificial_trees_ultrawide_1000_baseline,03_insert_last_root,3,1.600
artificial_trees_ultrawide_1000_baseline,03_insert_last_root,4,1.735
artificial_trees_ultrawide_1000_baseline,03_insert_last_root,5,1.505
artificial_trees_ultrawide_1000_baseline,04_insert_first_root,1,1.615
artificial_trees_ultrawide_1000_baseline,04_insert_first_root,2,1.593
artificial_trees_ultrawide_1000_baseline,04_insert_first_root,3,1.629
artificial_trees_ultrawide_1000_baseline,04_insert_first_root,4,1.676
artificial_trees_ultrawide_1000_baseline,04_insert_first_root,5,1.699
artificial_trees_ultrawide_1000_dewey,01_insert_last_child_under_last_root,1,4.767
artificial_trees_ultrawide_1000_dewey,01_insert_last_child_under_last_root,2,4.870
artificial_trees_ultrawide_1000_dewey,01_insert_last_child_under_last_root,3,4.984
artificial_trees_ultrawide_1000_dewey,01_insert_last_child_under_last_root,4,4.768
artificial_trees_ultrawide_1000_dewey,01_insert_last_child_under_last_root,5,4.872
artificial_trees_ultrawide_1000_dewey,02_insert_first_child_under_first_root,1,23.343
artificial_trees_ultrawide_1000_dewey,02_insert_first_child_under_first_root,2,20.576
artificial_trees_ultrawide_1000_dewey,02_insert_first_child_under_first_root,3,20.776
artificial_trees_ultrawide_1000_dewey,02_insert_first_child_under_first_root,4,20.890
artificial_trees_ultrawide_1000_dewey,02_insert_first_child_under_first_root,5,20.719
artificial_trees_ultrawide_1000_dewey,03_insert_last_root,1,2.414
artificial_trees_ultrawide_1000_dewey,03_insert_last_root,2,1.967
artificial_trees_ultrawide_1000_dewey,03_insert_last_root,3,2.537
artificial_trees_ultrawide_1000_dewey,03_insert_last_root,4,2.407
artificial_trees_ultrawide_1000_dewey,03_insert_last_root,5,2.163
artificial_trees_ultrawide_1000_dewey,04_insert_first_root,1,18.408
artificial_trees_ultrawide_1000_dewey,04_insert_first_root,2,18.067
artificial_trees_ultrawide_1000_dewey,04_insert_first_root,3,17.820
artificial_trees_ultrawide_1000_dewey,04_insert_first_root,4,16.703
artificial_trees_ultrawide_1000_dewey,04_insert_first_root,5,18.481
artificial_trees_ultrawide_1000_prepost,01_insert_last_child_under_last_root,1,4.416
artificial_trees_ultrawide_1000_prepost,01_insert_last_child_under_last_root,2,4.370
artificial_trees_ultrawide_1000_prepost,01_insert_last_child_under_last_root,3,4.563
artificial_trees_ultrawide_1000_prepost,01_insert_last_child_under_last_root,4,4.551
artificial_trees_ultrawide_1000_prepost,01_insert_last_child_under_last_root,5,4.557
artificial_trees_ultrawide_1000_prepost,02_insert_first_child_under_first_root,1,18.949
artificial_trees_ultrawide_1000_prepost,02_insert_first_child_under_first_root,2,17.468
artificial_trees_ultrawide_1000_prepost,02_insert_first_child_under_first_root,3,17.254
artificial_trees_ultrawide_1000_prepost,02_insert_first_child_under_first_root,4,13.466
artificial_trees_ultrawide_1000_prepost,02_insert_first_child_under_first_root,5,17.106
artificial_trees_ultrawide_1000_prepost,03_insert_last_root,1,2.271
artificial_trees_ultrawide_1000_prepost,03_insert_last_root,2,2.127
artificial_trees_ultrawide_1000_prepost,03_insert_last_root,3,2.421
artificial_trees_ultrawide_1000_prepost,03_insert_last_root,4,2.282
artificial_trees_ultrawide_1000_prepost,03_insert_last_root,5,2.056
artificial_trees_ultrawide_1000_prepost,04_insert_first_root,1,15.478
artificial_trees_ultrawide_1000_prepost,04_insert_first_root,2,15.579
artificial_trees_ultrawide_1000_prepost,04_insert_first_root,3,15.416
artificial_trees_ultrawide_1000_prepost,04_insert_first_root,4,15.003
artificial_trees_ultrawide_1000_prepost,04_insert_first_root,5,15.295
artificial_trees_ultrawide_100_baseline,01_insert_last_child_under_last_root,1,2.260
artificial_trees_ultrawide_100_baseline,01_insert_last_child_under_last_root,2,2.157
artificial_trees_ultrawide_100_baseline,01_insert_last_child_under_last_root,3,2.281
artificial_trees_ultrawide_100_baseline,01_insert_last_child_under_last_root,4,1.833
artificial_trees_ultrawide_100_baseline,01_insert_last_child_under_last_root,5,1.630
artificial_trees_ultrawide_100_baseline,02_insert_first_child_under_first_root,1,2.284
artificial_trees_ultrawide_100_baseline,02_insert_first_child_under_first_root,2,2.187
artificial_trees_ultrawide_100_baseline,02_insert_first_child_under_first_root,3,2.089
artificial_trees_ultrawide_100_baseline,02_insert_first_child_under_first_root,4,2.100
artificial_trees_ultrawide_100_baseline,02_insert_first_child_under_first_root,5,2.365
artificial_trees_ultrawide_100_baseline,03_insert_last_root,1,1.584
artificial_trees_ultrawide_100_baseline,03_insert_last_root,2,1.571
artificial_trees_ultrawide_100_baseline,03_insert_last_root,3,1.499
artificial_trees_ultrawide_100_baseline,03_insert_last_root,4,1.741
artificial_trees_ultrawide_100_baseline,03_insert_last_root,5,1.627
artificial_trees_ultrawide_100_baseline,04_insert_first_root,1,1.289
artificial_trees_ultrawide_100_baseline,04_insert_first_root,2,1.597
artificial_trees_ultrawide_100_baseline,04_insert_first_root,3,1.231
artificial_trees_ultrawide_100_baseline,04_insert_first_root,4,1.332
artificial_trees_ultrawide_100_baseline,04_insert_first_root,5,1.458
artificial_trees_ultrawide_100_dewey,01_insert_last_child_under_last_root,1,3.922
artificial_trees_ultrawide_100_dewey,01_insert_last_child_under_last_root,2,3.598
artificial_trees_ultrawide_100_dewey,01_insert_last_child_under_last_root,3,3.783
artificial_trees_ultrawide_100_dewey,01_insert_last_child_under_last_root,4,3.030
artificial_trees_ultrawide_100_dewey,01_insert_last_child_under_last_root,5,3.626
artificial_trees_ultrawide_100_dewey,02_insert_first_child_under_first_root,1,4.862
artificial_trees_ultrawide_100_dewey,02_insert_first_child_under_first_root,2,4.879
artificial_trees_ultrawide_100_dewey,02_insert_first_child_under_first_root,3,5.034
artificial_trees_ultrawide_100_dewey,02_insert_first_child_under_first_root,4,5.113
artificial_trees_ultrawide_100_dewey,02_insert_first_child_under_first_root,5,4.243
artificial_trees_ultrawide_100_dewey,03_insert_last_root,1,2.576
artificial_trees_ultrawide_100_dewey,03_insert_last_root,2,2.359
artificial_trees_ultrawide_100_dewey,03_insert_last_root,3,2.453
artificial_trees_ultrawide_100_dewey,03_insert_last_root,4,2.317
artificial_trees_ultrawide_100_dewey,03_insert_last_root,5,2.161
artificial_trees_ultrawide_100_dewey,04_insert_first_root,1,3.303
artificial_trees_ultrawide_100_dewey,04_insert_first_root,2,3.910
artificial_trees_ultrawide_100_dewey,04_insert_first_root,3,4.094
artificial_trees_ultrawide_100_dewey,04_insert_first_root,4,4.008
artificial_trees_ultrawide_100_dewey,04_insert_first_root,5,3.835
artificial_trees_ultrawide_100_prepost,01_insert_last_child_under_last_root,1,3.084
artificial_trees_ultrawide_100_prepost,01_insert_last_child_under_last_root,2,3.207
artificial_trees_ultrawide_100_prepost,01_insert_last_child_under_last_root,3,3.014
artificial_trees_ultrawide_100_prepost,01_insert_last_child_under_last_root,4,2.985
artificial_trees_ultrawide_100_prepost,01_insert_last_child_under_last_root,5,3.159
artificial_trees_ultrawide_100_prepost,02_insert_first_child_under_first_root,1,4.192
artificial_trees_ultrawide_100_prepost,02_insert_first_child_under_first_root,2,4.277
artificial_trees_ultrawide_100_prepost,02_insert_first_child_under_first_root,3,4.131
artificial_trees_ultrawide_100_prepost,02_insert_first_child_under_first_root,4,4.176
artificial_trees_ultrawide_100_prepost,02_insert_first_child_under_first_root,5,4.350
artificial_trees_ultrawide_100_prepost,03_insert_last_root,1,1.911
artificial_trees_ultrawide_100_prepost,03_insert_last_root,2,2.425
artificial_trees_ultrawide_100_prepost,03_insert_last_root,3,2.143
artificial_trees_ultrawide_100_prepost,03_insert_last_root,4,2.179
artificial_trees_ultrawide_100_prepost,03_insert_last_root,5,1.705
artificial_trees_ultrawide_100_prepost,04_insert_first_root,1,3.424
artificial_trees_ultrawide_100_prepost,04_insert_first_root,2,2.550
artificial_trees_ultrawide_100_prepost,04_insert_first_root,3,3.181
artificial_trees_ultrawide_100_prepost,04_insert_first_root,4,3.228
artificial_trees_ultrawide_100_prepost,04_insert_first_root,5,3.278
artificial_trees_ultrawide_10_baseline,01_insert_last_child_under_last_root,1,2.331
artificial_trees_ultrawide_10_baseline,01_insert_last_child_under_last_root,2,2.342
artificial_trees_ultrawide_10_baseline,01_insert_last_child_under_last_root,3,2.198
artificial_trees_ultrawide_10_baseline,01_insert_last_child_under_last_root,4,2.204
artificial_trees_ultrawide_10_baseline,01_insert_last_child_under_last_root,5,2.267
artificial_trees_ultrawide_10_baseline,02_insert_first_child_under_first_root,1,2.338
artificial_trees_ultrawide_10_baseline,02_insert_first_child_under_first_root,2,2.107
artificial_trees_ultrawide_10_baseline,02_insert_first_child_under_first_root,3,2.083
artificial_trees_ultrawide_10_baseline,02_insert_first_child_under_first_root,4,1.834
artificial_trees_ultrawide_10_baseline,02_insert_first_child_under_first_root,5,2.012
artificial_trees_ultrawide_10_baseline,03_insert_last_root,1,1.477
artificial_trees_ultrawide_10_baseline,03_insert_last_root,2,1.517
artificial_trees_ultrawide_10_baseline,03_insert_last_root,3,1.518
artificial_trees_ultrawide_10_baseline,03_insert_last_root,4,1.456
artificial_trees_ultrawide_10_baseline,03_insert_last_root,5,1.433
artificial_trees_ultrawide_10_baseline,04_insert_first_root,1,1.474
artificial_trees_ultrawide_10_baseline,04_insert_first_root,2,1.716
artificial_trees_ultrawide_10_baseline,04_insert_first_root,3,1.677
artificial_trees_ultrawide_10_baseline,04_insert_first_root,4,1.541
artificial_trees_ultrawide_10_baseline,04_insert_first_root,5,1.514
artificial_trees_ultrawide_10_dewey,01_insert_last_child_under_last_root,1,3.461
artificial_trees_ultrawide_10_dewey,01_insert_last_child_under_last_root,2,3.687
artificial_trees_ultrawide_10_dewey,01_insert_last_child_under_last_root,3,2.729
artificial_trees_ultrawide_10_dewey,01_insert_last_child_under_last_root,4,3.813
artificial_trees_ultrawide_10_dewey,01_insert_last_child_under_last_root,5,3.542
artificial_trees_ultrawide_10_dewey,02_insert_first_child_under_first_root,1,3.850
artificial_trees_ultrawide_10_dewey,02_insert_first_child_under_first_root,2,3.906
artificial_trees_ultrawide_10_dewey,02_insert_first_child_under_first_root,3,3.743
artificial_trees_ultrawide_10_dewey,02_insert_first_child_under_first_root,4,3.848
artificial_trees_ultrawide_10_dewey,02_insert_first_child_under_first_root,5,3.860
artificial_trees_ultrawide_10_dewey,03_insert_last_root,1,2.453
artificial_trees_ultrawide_10_dewey,03_insert_last_root,2,2.220
artificial_trees_ultrawide_10_dewey,03_insert_last_root,3,1.694
artificial_trees_ultrawide_10_dewey,03_insert_last_root,4,1.697
artificial_trees_ultrawide_10_dewey,03_insert_last_root,5,1.607
artificial_trees_ultrawide_10_dewey,04_insert_first_root,1,2.754
artificial_trees_ultrawide_10_dewey,04_insert_first_root,2,2.949
artificial_trees_ultrawide_10_dewey,04_insert_first_root,3,2.654
artificial_trees_ultrawide_10_dewey,04_insert_first_root,4,2.632
artificial_trees_ultrawide_10_dewey,04_insert_first_root,5,2.720
artificial_trees_ultrawide_10_prepost,01_insert_last_child_under_last_root,1,2.362
artificial_trees_ultrawide_10_prepost,01_insert_last_child_under_last_root,2,2.945
artificial_trees_ultrawide_10_prepost,01_insert_last_child_under_last_root,3,3.083
artificial_trees_ultrawide_10_prepost,01_insert_last_child_under_last_root,4,3.125
artificial_trees_ultrawide_10_prepost,01_insert_last_child_under_last_root,5,3.115
artificial_trees_ultrawide_10_prepost,02_insert_first_child_under_first_root,1,3.110
artificial_trees_ultrawide_10_prepost,02_insert_first_child_under_first_root,2,2.622
artificial_trees_ultrawide_10_prepost,02_insert_first_child_under_first_root,3,3.091
artificial_trees_ultrawide_10_prepost,02_insert_first_child_under_first_root,4,3.374
artificial_trees_ultrawide_10_prepost,02_insert_first_child_under_first_root,5,3.108
artificial_trees_ultrawide_10_prepost,03_insert_last_root,1,2.271
artificial_trees_ultrawide_10_prepost,03_insert_last_root,2,2.267
artificial_trees_ultrawide_10_prepost,03_insert_last_root,3,2.345
artificial_trees_ultrawide_10_prepost,03_insert_last_root,4,2.272
artificial_trees_ultrawide_10_prepost,03_insert_last_root,5,2.402
artificial_trees_ultrawide_10_prepost,04_insert_first_root,1,2.532
artificial_trees_ultrawide_10_prepost,04_insert_first_root,2,2.173
artificial_trees_ultrawide_10_prepost,04_insert_first_root,3,1.867
artificial_trees_ultrawide_10_prepost,04_insert_first_root,4,2.111
artificial_trees_ultrawide_10_prepost,04_insert_first_root,5,1.911
snb_sf1_comment_baseline,01_insert_last_child_under_last_root,1,627.164
snb_sf1_comment_baseline,01_insert_last_child_under_last_root,2,588.888
snb_sf1_comment_baseline,01_insert_last_child_under_last_root,3,615.404
snb_sf1_comment_baseline,01_insert_last_child_under_last_root,4,620.871
snb_sf1_comment_baseline,01_insert_last_child_under_last_root,5,614.495
snb_sf1_comment_baseline,02_insert_first_child_under_first_root,1,612.768
snb_sf1_comment_baseline,02_insert_first_child_under_first_root,2,615.828
snb_sf1_comment_baseline,02_insert_first_child_under_first_root,3,611.026
snb_sf1_comment_baseline,02_insert_first_child_under_first_root,4,622.597
snb_sf1_comment_baseline,02_insert_first_child_under_first_root,5,614.627
snb_sf1_comment_baseline,03_insert_last_root,1,1.610
snb_sf1_comment_baseline,03_insert_last_root,2,1.541
snb_sf1_comment_baseline,03_insert_last_root,3,1.546
snb_sf1_comment_baseline,03_insert_last_root,4,1.764
snb_sf1_comment_baseline,03_insert_last_root,5,1.678
snb_sf1_comment_baseline,04_insert_first_root,1,1.730
snb_sf1_comment_baseline,04_insert_first_root,2,1.510
snb_sf1_comment_baseline,04_insert_first_root,3,1.442
snb_sf1_comment_baseline,04_insert_first_root,4,1.425
snb_sf1_comment_baseline,04_insert_first_root,5,1.442
snb_sf1_comment_dewey,01_insert_last_child_under_last_root,1,3370.586
snb_sf1_comment_dewey,01_insert_last_child_under_last_root,2,2379.970
snb_sf1_comment_dewey,01_insert_last_child_under_last_root,3,2370.706
snb_sf1_comment_dewey,01_insert_last_child_under_last_root,4,2412.381
snb_sf1_comment_dewey,01_insert_last_child_under_last_root,5,2375.649
snb_sf1_comment_dewey,02_insert_first_child_under_first_root,1,2729.158
snb_sf1_comment_dewey,02_insert_first_child_under_first_root,2,2693.711
snb_sf1_comment_dewey,02_insert_first_child_under_first_root,3,2696.959
snb_sf1_comment_dewey,02_insert_first_child_under_first_root,4,2701.642
snb_sf1_comment_dewey,02_insert_first_child_under_first_root,5,2708.636
snb_sf1_comment_dewey,03_insert_last_root,1,192.085
snb_sf1_comment_dewey,03_insert_last_root,2,167.327
snb_sf1_comment_dewey,03_insert_last_root,3,168.068
snb_sf1_comment_dewey,03_insert_last_root,4,168.056
snb_sf1_comment_dewey,03_insert_last_root,5,167.549
snb_sf1_comment_dewey,04_insert_first_root,1,49864.775
snb_sf1_comment_dewey,04_insert_first_root,2,47125.721
snb_sf1_comment_dewey,04_insert_first_root,3,47233.966
snb_sf1_comment_dewey,04_insert_first_root,4,47200.010
snb_sf1_comment_dewey,04_insert_first_root,5,48884.899
snb_sf1_comment_prepost,01_insert_last_child_under_last_root,1,2807.441
snb_sf1_comment_prepost,01_insert_last_child_under_last_root,2,2789.685
snb_sf1_comment_prepost,01_insert_last_child_under_last_root,3,2828.895
snb_sf1_comment_prepost,01_insert_last_child_under_last_root,4,2834.548
snb_sf1_comment_prepost,01_insert_last_child_under_last_root,5,2836.679
snb_sf1_comment_prepost,02_insert_first_child_under_first_root,1,31906.571
snb_sf1_comment_prepost,02_insert_first_child_under_first_root,2,29456.593
snb_sf1_comment_prepost,02_insert_first_child_under_first_root,3,29898.790
snb_sf1_comment_prepost,02_insert_first_child_under_first_root,4,30030.017
snb_sf1_comment_prepost,02_insert_first_child_under_first_root,5,29890.535
snb_sf1_comment_prepost,03_insert_last_root,1,2.726
snb_sf1_comment_prepost,03_insert_last_root,2,2.032
snb_sf1_comment_prepost,03_insert_last_root,3,1.832
snb_sf1_comment_prepost,03_insert_last_root,4,2.013
snb_sf1_comment_prepost,03_insert_last_root,5,1.837
snb_sf1_comment_prepost,04_insert_first_root,1,28987.578
snb_sf1_comment_prepost,04_insert_first_root,2,28705.488
snb_sf1_comment_prepost,04_insert_first_root,3,28444.850
snb_sf1_comment_prepost,04_insert_first_root,4,28056.771
snb_sf1_comment_prepost,04_insert_first_root,5,28122.995
snb_sf1_place_baseline,01_insert_last_child_under_last_root,1,3.110
snb_sf1_place_baseline,01_insert_last_child_under_last_root,2,2.721
snb_sf1_place_baseline,01_insert_last_child_under_last_root,3,2.695
snb_sf1_place_baseline,01_insert_last_child_under_last_root,4,2.689
snb_sf1_place_baseline,01_insert_last_child_under_last_root,5,2.678
snb_sf1_place_baseline,02_insert_first_child_under_first_root,1,2.698
snb_sf1_place_baseline,02_insert_first_child_under_first_root,2,2.737
snb_sf1_place_baseline,02_insert_first_child_under_first_root,3,2.123
snb_sf1_place_baseline,02_insert_first_child_under_first_root,4,2.662
snb_sf1_place_baseline,02_insert_first_child_under_first_root,5,2.659
snb_sf1_place_baseline,03_insert_last_root,1,1.376
snb_sf1_place_baseline,03_insert_last_root,2,1.304
snb_sf1_place_baseline,03_insert_last_root,3,1.266
snb_sf1_place_baseline,03_insert_last_root,4,1.285
snb_sf1_place_baseline,03_insert_last_root,5,1.285
snb_sf1_place_baseline,04_insert_first_root,1,1.300
snb_sf1_place_baseline,04_insert_first_root,2,1.286
snb_sf1_place_baseline,04_insert_first_root,3,1.337
snb_sf1_place_baseline,04_insert_first_root,4,1.315
snb_sf1_place_baseline,04_insert_first_root,5,1.599
snb_sf1_place_dewey,01_insert_last_child_under_last_root,1,6.125
snb_sf1_place_dewey,01_insert_last_child_under_last_root,2,5.550
snb_sf1_place_dewey,01_insert_last_child_under_last_root,3,5.396
snb_sf1_place_dewey,01_insert_last_child_under_last_root,4,5.633
snb_sf1_place_dewey,01_insert_last_child_under_last_root,5,5.433
snb_sf1_place_dewey,02_insert_first_child_under_first_root,1,22.933
snb_sf1_place_dewey,02_insert_first_child_under_first_root,2,21.352
snb_sf1_place_dewey,02_insert_first_child_under_first_root,3,21.113
snb_sf1_place_dewey,02_insert_first_child_under_first_root,4,21.164
snb_sf1_place_dewey,02_insert_first_child_under_first_root,5,21.935
snb_sf1_place_dewey,03_insert_last_root,1,2.084
snb_sf1_place_dewey,03_insert_last_root,2,2.547
snb_sf1_place_dewey,03_insert_last_root,3,1.974
snb_sf1_place_dewey,03_insert_last_root,4,1.909
snb_sf1_place_dewey,03_insert_last_root,5,1.859
snb_sf1_place_dewey,04_insert_first_root,1,28.255
snb_sf1_place_dewey,04_insert_first_root,2,25.588
snb_sf1_place_dewey,04_insert_first_root,3,25.599
snb_sf1_place_dewey,04_insert_first_root,4,25.576
snb_sf1_place_dewey,04_insert_first_root,5,25.708
snb_sf1_place_prepost,01_insert_last_child_under_last_root,1,5.021
snb_sf1_place_prepost,01_insert_last_child_under_last_root,2,5.012
snb_sf1_place_prepost,01_insert_last_child_under_last_root,3,5.398
snb_sf1_place_prepost,01_insert_last_child_under_last_root,4,4.862
snb_sf1_place_prepost,01_insert_last_child_under_last_root,5,4.950
snb_sf1_place_prepost,02_insert_first_child_under_first_root,1,26.037
snb_sf1_place_prepost,02_insert_first_child_under_first_root,2,23.287
snb_sf1_place_prepost,02_insert_first_child_under_first_root,3,22.735
snb_sf1_place_prepost,02_insert_first_child_under_first_root,4,23.048
snb_sf1_place_prepost,02_insert_first_child_under_first_root,5,22.790
snb_sf1_place_prepost,03_insert_last_root,1,1.880
snb_sf1_place_prepost,03_insert_last_root,2,1.910
snb_sf1_place_prepost,03_insert_last_root,3,1.791
snb_sf1_place_prepost,03_insert_last_root,4,1.760
snb_sf1_place_prepost,03_insert_last_root,5,1.762
snb_sf1_place_prepost,04_insert_first_root,1,21.341
snb_sf1_place_prepost,04_insert_first_root,2,21.048
snb_sf1_place_prepost,04_insert_first_root,3,21.497
snb_sf1_place_prepost,04_insert_first_root,4,21.005
snb_sf1_place_prepost,04_insert_first_root,5,20.855
snb_sf1_tagclass_baseline,01_insert_last_child_under_last_root,1,2.137
snb_sf1_tagclass_baseline,01_insert_last_child_under_last_root,2,2.045
snb_sf1_tagclass_baseline,01_insert_last_child_under_last_root,3,2.020
snb_sf1_tagclass_baseline,01_insert_last_child_under_last_root,4,2.021
snb_sf1_tagclass_baseline,01_insert_last_child_under_last_root,5,2.062
snb_sf1_tagclass_baseline,02_insert_first_child_under_first_root,1,1.989
snb_sf1_tagclass_baseline,02_insert_first_child_under_first_root,2,1.954
snb_sf1_tagclass_baseline,02_insert_first_child_under_first_root,3,1.936
snb_sf1_tagclass_baseline,02_insert_first_child_under_first_root,4,2.293
snb_sf1_tagclass_baseline,02_insert_first_child_under_first_root,5,2.089
snb_sf1_tagclass_baseline,03_insert_last_root,1,1.328
snb_sf1_tagclass_baseline,03_insert_last_root,2,1.298
snb_sf1_tagclass_baseline,03_insert_last_root,3,1.295
snb_sf1_tagclass_baseline,03_insert_last_root,4,1.274
snb_sf1_tagclass_baseline,03_insert_last_root,5,1.231
snb_sf1_tagclass_baseline,04_insert_first_root,1,1.242
snb_sf1_tagclass_baseline,04_insert_first_root,2,1.220
snb_sf1_tagclass_baseline,04_insert_first_root,3,1.214
snb_sf1_tagclass_baseline,04_insert_first_root,4,1.330
snb_sf1_tagclass_baseline,04_insert_first_root,5,1.348
snb_sf1_tagclass_dewey,01_insert_last_child_under_last_root,1,3.452
snb_sf1_tagclass_dewey,01_insert_last_child_under_last_root,2,3.201
snb_sf1_tagclass_dewey,01_insert_last_child_under_last_root,3,3.282
snb_sf1_tagclass_dewey,01_insert_last_child_under_last_root,4,3.177
snb_sf1_tagclass_dewey,01_insert_last_child_under_last_root,5,3.241
snb_sf1_tagclass_dewey,02_insert_first_child_under_first_root,1,4.325
snb_sf1_tagclass_dewey,02_insert_first_child_under_first_root,2,4.252
snb_sf1_tagclass_dewey,02_insert_first_child_under_first_root,3,4.247
snb_sf1_tagclass_dewey,02_insert_first_child_under_first_root,4,3.278
snb_sf1_tagclass_dewey,02_insert_first_child_under_first_root,5,4.471
snb_sf1_tagclass_dewey,03_insert_last_root,1,2.254
snb_sf1_tagclass_dewey,03_insert_last_root,2,2.054
snb_sf1_tagclass_dewey,03_insert_last_root,3,2.090
snb_sf1_tagclass_dewey,03_insert_last_root,4,2.046
snb_sf1_tagclass_dewey,03_insert_last_root,5,2.041
snb_sf1_tagclass_dewey,04_insert_first_root,1,3.476
