graph,query,run,runtime_ms
artificial_trees_truebase_10_prepost,01_insert_last_child_under_last_root,4,2.823
artificial_trees_truebase_10_prepost,01_insert_last_child_under_last_root,5,2.685
artificial_trees_truebase_10_prepost,02_insert_first_child_under_first_root,1,3.102
artificial_trees_truebase_10_prepost,02_insert_first_child_under_first_root,2,3.045
artificial_trees_truebase_10_prepost,02_insert_first_child_under_first_root,3,2.798
artificial_trees_truebase_10_prepost,02_insert_first_child_under_first_root,4,2.725
artificial_trees_truebase_10_prepost,02_insert_first_child_under_first_root,5,2.688
artificial_trees_truebase_10_prepost,03_insert_last_root,1,2.095
artificial_trees_truebase_10_prepost,03_insert_last_root,2,1.858
artificial_trees_truebase_10_prepost,03_insert_last_root,3,1.943
artificial_trees_truebase_10_prepost,03_insert_last_root,4,1.786
artificial_trees_truebase_10_prepost,03_insert_last_root,5,1.922
artificial_trees_truebase_10_prepost,04_insert_first_root,1,1.947
artificial_trees_truebase_10_prepost,04_insert_first_root,2,1.952
artificial_trees_truebase_10_prepost,04_insert_first_root,3,1.852
artificial_trees_truebase_10_prepost,04_insert_first_root,4,1.812
artificial_trees_truebase_10_prepost,04_insert_first_root,5,1.910
artificial_trees_ultratall_100000_baseline,01_insert_last_child_under_last_root,1,35.497
artificial_trees_ultratall_100000_baseline,01_insert_last_child_under_last_root,2,34.308
artificial_trees_ultratall_100000_baseline,01_insert_last_child_under_last_root,3,34.646
artificial_trees_ultratall_100000_baseline,01_insert_last_child_under_last_root,4,34.394
artificial_trees_ultratall_100000_baseline,01_insert_last_child_under_last_root,5,34.508
artificial_trees_ultratall_100000_baseline,02_insert_first_child_under_first_root,1,35.780
artificial_trees_ultratall_100000_baseline,02_insert_first_child_under_first_root,2,35.456
artificial_trees_ultratall_100000_baseline,02_insert_first_child_under_first_root,3,34.951
artificial_trees_ultratall_100000_baseline,02_insert_first_child_under_first_root,4,36.195
artificial_trees_ultratall_100000_baseline,02_insert_first_child_under_first_root,5,34.874
artificial_trees_ultratall_100000_baseline,03_insert_last_root,1,1.390
artificial_trees_ultratall_100000_baseline,03_insert_last_root,2,1.667
artificial_trees_ultratall_100000_baseline,03_insert_last_root,3,1.496
artificial_trees_ultratall_100000_baseline,03_insert_last_root,4,1.738
artificial_trees_ultratall_100000_baseline,03_insert_last_root,5,1.628
artificial_trees_ultratall_100000_baseline,04_insert_first_root,1,1.666
artificial_trees_ultratall_100000_baseline,04_insert_first_root,2,1.715
artificial_trees_ultratall_100000_baseline,04_insert_first_root,3,1.584
artificial_trees_ultratall_100000_baseline,04_insert_first_root,4,1.306
artificial_trees_ultratall_100000_baseline,04_insert_first_root,5,1.518
artificial_trees_ultratall_100000_dewey,01_insert_last_child_under_last_root,1,96.526
artificial_trees_ultratall_100000_dewey,01_insert_last_child_under_last_root,2,97.546
artificial_trees_ultratall_100000_dewey,01_insert_last_child_under_last_root,3,93.397
artificial_trees_ultratall_100000_dewey,01_insert_last_child_under_last_root,4,92.997
artificial_trees_ultratall_100000_dewey,01_insert_last_child_under_last_root,5,104.448
artificial_trees_ultratall_100000_dewey,02_insert_first_child_under_first_root,1,2730.171
artificial_trees_ultratall_100000_dewey,02_insert_first_child_under_first_root,2,2642.927
artificial_trees_ultratall_100000_dewey,02_insert_first_child_under_first_root,3,2655.473
artificial_trees_ultratall_100000_dewey,02_insert_first_child_under_first_root,4,2613.319
artificial_trees_ultratall_100000_dewey,02_insert_first_child_under_first_root,5,2643.025
artificial_trees_ultratall_100000_dewey,03_insert_last_root,1,2.521
artificial_trees_ultratall_100000_dewey,03_insert_last_root,2,2.252
artificial_trees_ultratall_100000_dewey,03_insert_last_root,3,1.709
artificial_trees_ultratall_100000_dewey,03_insert_last_root,4,2.199
artificial_trees_ultratall_100000_dewey,03_insert_last_root,5,2.641
artificial_trees_ultratall_100000_dewey,04_insert_first_root,1,2351.959
artificial_trees_ultratall_100000_dewey,04_insert_first_root,2,2408.674
artificial_trees_ultratall_100000_dewey,04_insert_first_root,3,2463.255
artificial_trees_ultratall_100000_dewey,04_insert_first_root,4,2446.249
artificial_trees_ultratall_100000_dewey,04_insert_first_root,5,2388.823
artificial_trees_ultratall_100000_prepost,01_insert_last_child_under_last_root,1,159.851
artificial_trees_ultratall_100000_prepost,01_insert_last_child_under_last_root,2,157.941
artificial_trees_ultratall_100000_prepost,01_insert_last_child_under_last_root,3,158.308
artificial_trees_ultratall_100000_prepost,01_insert_last_child_under_last_root,4,157.519
artificial_trees_ultratall_100000_prepost,01_insert_last_child_under_last_root,5,156.150
artificial_trees_ultratall_100000_prepost,02_insert_first_child_under_first_root,1,1211.904
artificial_trees_ultratall_100000_prepost,02_insert_first_child_under_first_root,2,1070.055
artificial_trees_ultratall_100000_prepost,02_insert_first_child_under_first_root,3,1063.890
artificial_trees_ultratall_100000_prepost,02_insert_first_child_under_first_root,4,1058.179
artificial_trees_ultratall_100000_prepost,02_insert_first_child_under_first_root,5,1064.157
artificial_trees_ultratall_100000_prepost,03_insert_last_root,1,2.259
artificial_trees_ultratall_100000_prepost,03_insert_last_root,2,1.969
artificial_trees_ultratall_100000_prepost,03_insert_last_root,3,1.930
artificial_trees_ultratall_100000_prepost,03_insert_last_root,4,1.928
artificial_trees_ultratall_100000_prepost,03_insert_last_root,5,1.938
artificial_trees_ultratall_100000_prepost,04_insert_first_root,1,965.179
artificial_trees_ultratall_100000_prepost,04_insert_first_root,2,1013.283
artificial_trees_ultratall_100000_prepost,04_insert_first_root,3,946.899
artificial_trees_ultratall_100000_prepost,04_insert_first_root,4,948.688
artificial_trees_ultratall_100000_prepost,04_insert_first_root,5,951.062
artificial_trees_ultratall_10000_baseline,01_insert_last_child_under_last_root,1,6.483
artificial_trees_ultratall_10000_baseline,01_insert_last_child_under_last_root,2,6.190
artificial_trees_ultratall_10000_baseline,01_insert_last_child_under_last_root,3,6.210
artificial_trees_ultratall_10000_baseline,01_insert_last_child_under_last_root,4,6.112
artificial_trees_ultratall_10000_baseline,01_insert_last_child_under_last_root,5,4.524
artificial_trees_ultratall_10000_baseline,02_insert_first_child_under_first_root,1,6.407
artificial_trees_ultratall_10000_baseline,02_insert_first_child_under_first_root,2,6.077
artificial_trees_ultratall_10000_baseline,02_insert_first_child_under_first_root,3,5.991
artificial_trees_ultratall_10000_baseline,02_insert_first_child_under_first_root,4,5.976
artificial_trees_ultratall_10000_baseline,02_insert_first_child_under_first_root,5,6.366
artificial_trees_ultratall_10000_baseline,03_insert_last_root,1,1.611
artificial_trees_ultratall_10000_baseline,03_insert_last_root,2,1.441
artificial_trees_ultratall_10000_baseline,03_insert_last_root,3,1.435
artificial_trees_ultratall_10000_baseline,03_insert_last_root,4,1.470
artificial_trees_ultratall_10000_baseline,03_insert_last_root,5,1.749
artificial_trees_ultratall_10000_baseline,04_insert_first_root,1,1.616
artificial_trees_ultratall_10000_baseline,04_insert_first_root,2,1.499
artificial_trees_ultratall_10000_baseline,04_insert_first_root,3,1.428
artificial_trees_ultratall_10000_baseline,04_insert_first_root,4,1.794
artificial_trees_ultratall_10000_baseline,04_insert_first_root,5,1.687
artificial_trees_ultratall_10000_dewey,01_insert_last_child_under_last_root,1,12.468
artificial_trees_ultratall_10000_dewey,01_insert_last_child_under_last_root,2,16.097
artificial_trees_ultratall_10000_dewey,01_insert_last_child_under_last_root,3,15.620
artificial_trees_ultratall_10000_dewey,01_insert_last_child_under_last_root,4,16.024
artificial_trees_ultratall_10000_dewey,01_insert_last_child_under_last_root,5,15.418
artificial_trees_ultratall_10000_dewey,02_insert_first_child_under_first_root,1,205.788
artificial_trees_ultratall_10000_dewey,02_insert_first_child_under_first_root,2,193.308
artificial_trees_ultratall_10000_dewey,02_insert_first_child_under_first_root,3,191.018
artificial_trees_ultratall_10000_dewey,02_insert_first_child_under_first_root,4,181.343
artificial_trees_ultratall_10000_dewey,02_insert_first_child_under_first_root,5,192.295
artificial_trees_ultratall_10000_dewey,03_insert_last_root,1,2.447
artificial_trees_ultratall_10000_dewey,03_insert_last_root,2,2.265
artificial_trees_ultratall_10000_dewey,03_insert_last_root,3,2.128
artificial_trees_ultratall_10000_dewey,03_insert_last_root,4,2.342
artificial_trees_ultratall_10000_dewey,03_insert_last_root,5,2.032
artificial_trees_ultratall_10000_dewey,04_insert_first_root,1,176.054
artificial_trees_ultratall_10000_dewey,04_insert_first_root,2,187.399
artificial_trees_ultratall_10000_dewey,04_insert_first_root,3,174.307
artificial_trees_ultratall_10000_dewey,04_insert_first_root,4,175.637
artificial_trees_ultratall_10000_dewey,04_insert_first_root,5,175.722
artificial_trees_ultratall_10000_prepost,01_insert_last_child_under_last_root,1,18.145
artificial_trees_ultratall_10000_prepost,01_insert_last_child_under_last_root,2,17.949
artificial_trees_ultratall_10000_prepost,01_insert_last_child_under_last_root,3,17.592
artificial_trees_ultratall_10000_prepost,01_insert_last_child_under_last_root,4,18.091
artificial_trees_ultratall_10000_prepost,01_insert_last_child_under_last_root,5,17.651
artificial_trees_ultratall_10000_prepost,02_insert_first_child_under_first_root,1,109.262
artificial_trees_ultratall_10000_prepost,02_insert_first_child_under_first_root,2,97.218
artificial_trees_ultratall_10000_prepost,02_insert_first_child_under_first_root,3,97.207
artificial_trees_ultratall_10000_prepost,02_insert_first_child_under_first_root,4,96.095
artificial_trees_ultratall_10000_prepost,02_insert_first_child_under_first_root,5,97.071
artificial_trees_ultratall_10000_prepost,03_insert_last_root,1,1.680
artificial_trees_ultratall_10000_prepost,03_insert_last_root,2,2.193
artificial_trees_ultratall_10000_prepost,03_insert_last_root,3,2.372
artificial_trees_ultratall_10000_prepost,03_insert_last_root,4,1.930
artificial_trees_ultratall_10000_prepost,03_insert_last_root,5,2.404
artificial_trees_ultratall_10000_prepost,04_insert_first_root,1,88.680
artificial_trees_ultratall_10000_prepost,04_insert_first_root,2,89.168
artificial_trees_ultratall_10000_prepost,04_insert_first_root,3,88.245
artificial_trees_ultratall_10000_prepost,04_insert_first_root,4,87.888
artificial_trees_ultratall_10000_prepost,04_insert_first_root,5,87.411
artificial_trees_ultratall_1000_baseline,01_insert_last_child_under_last_root,1,2.593
artificial_trees_ultratall_1000_baseline,01_insert_last_child_under_last_root,2,2.237
artificial_trees_ultratall_1000_baseline,01_insert_last_child_under_last_root,3,2.108
artificial_trees_ultratall_1000_baseline,01_insert_last_child_under_last_root,4,2.147
artificial_trees_ultratall_1000_baseline,01_insert_last_child_under_last_root,5,2.582
artificial_trees_ultratall_1000_baseline,02_insert_first_child_under_first_root,1,2.499
artificial_trees_ultratall_1000_baseline,02_insert_first_child_under_first_root,2,2.442
artificial_trees_ultratall_1000_baseline,02_insert_first_child_under_first_root,3,2.555
artificial_trees_ultratall_1000_baseline,02_insert_first_child_under_first_root,4,2.790
artificial_trees_ultratall_1000_baseline,02_insert_first_child_under_first_root,5,2.648
artificial_trees_ultratall_1000_baseline,03_insert_last_root,1,1.294
artificial_trees_ultratall_1000_baseline,03_insert_last_root,2,1.471
artificial_trees_ultratall_1000_baseline,03_insert_last_root,3,1.633
artificial_trees_ultratall_1000_baseline,03_insert_last_root,4,1.542
artificial_trees_ultratall_1000_baseline,03_insert_last_root,5,1.494
artificial_trees_ultratall_1000_baseline,04_insert_first_root,1,1.260
artificial_trees_ultratall_1000_baseline,04_insert_first_root,2,1.707
artificial_trees_ultratall_1000_baseline,04_insert_first_root,3,1.331
artificial_trees_ultratall_1000_baseline,04_insert_first_root,4,1.645
artificial_trees_ultratall_1000_baseline,04_insert_first_root,5,1.506
artificial_trees_ultratall_1000_dewey,01_insert_last_child_under_last_root,1,4.816
artificial_trees_ultratall_1000_dewey,01_insert_last_child_under_last_root,2,3.736
artificial_trees_ultratall_1000_dewey,01_insert_last_child_under_last_root,3,5.036
artificial_trees_ultratall_1000_dewey,01_insert_last_child_under_last_root,4,3.826
artificial_trees_ultratall_1000_dewey,01_insert_last_child_under_last_root,5,4.679
artificial_trees_ultratall_1000_dewey,02_insert_first_child_under_first_root,1,24.925
artificial_trees_ultratall_1000_dewey,02_insert_first_child_under_first_root,2,22.302
artificial_trees_ultratall_1000_dewey,02_insert_first_child_under_first_root,3,23.181
artificial_trees_ultratall_1000_dewey,02_insert_first_child_under_first_root,4,23.174
artificial_trees_ultratall_1000_dewey,02_insert_first_child_under_first_root,5,23.319
artificial_trees_ultratall_1000_dewey,03_insert_last_root,1,2.475
artificial_trees_ultratall_1000_dewey,03_insert_last_root,2,2.609
artificial_trees_ultratall_1000_dewey,03_insert_last_root,3,2.351
artificial_trees_ultratall_1000_dewey,03_insert_last_root,4,2.262
artificial_trees_ultratall_1000_dewey,03_insert_last_root,5,2.324
artificial_trees_ultratall_1000_dewey,04_insert_first_root,1,21.311
artificial_trees_ultratall_1000_dewey,04_insert_first_root,2,21.538
artificial_trees_ultratall_1000_dewey,04_insert_first_root,3,21.014
artificial_trees_ultratall_1000_dewey,04_insert_first_root,4,21.547
artificial_trees_ultratall_1000_dewey,04_insert_first_root,5,21.551
artificial_trees_ultratall_1000_prepost,01_insert_last_child_under_last_root,1,4.567
artificial_trees_ultratall_1000_prepost,01_insert_last_child_under_last_root,2,4.602
artificial_trees_ultratall_1000_prepost,01_insert_last_child_under_last_root,3,4.142
artificial_trees_ultratall_1000_prepost,01_insert_last_child_under_last_root,4,4.576
artificial_trees_ultratall_1000_prepost,01_insert_last_child_under_last_root,5,3.610
artificial_trees_ultratall_1000_prepost,02_insert_first_child_under_first_root,1,16.062
artificial_trees_ultratall_1000_prepost,02_insert_first_child_under_first_root,2,14.168
artificial_trees_ultratall_1000_prepost,02_insert_first_child_under_first_root,3,14.240
artificial_trees_ultratall_1000_prepost,02_insert_first_child_under_first_root,4,14.421
artificial_trees_ultratall_1000_prepost,02_insert_first_child_under_first_root,5,14.140
artificial_trees_ultratall_1000_prepost,03_insert_last_root,1,2.250
artificial_trees_ultratall_1000_prepost,03_insert_last_root,2,2.404
artificial_trees_ultratall_1000_prepost,03_insert_last_root,3,2.000
artificial_trees_ultratall_1000_prepost,03_insert_last_root,4,1.938
artificial_trees_ultratall_1000_prepost,03_insert_last_root,5,1.927
artificial_trees_ultratall_1000_prepost,04_insert_first_root,1,9.507
artificial_trees_ultratall_1000_prepost,04_insert_first_root,2,10.063
artificial_trees_ultratall_1000_prepost,04_insert_first_root,3,13.091
artificial_trees_ultratall_1000_prepost,04_insert_first_root,4,13.319
artificial_trees_ultratall_1000_prepost,04_insert_first_root,5,13.311
artificial_trees_ultratall_100_baseline,01_insert_last_child_under_last_root,1,2.432
artificial_trees_ultratall_100_baseline,01_insert_last_child_under_last_root,2,2.196
artificial_trees_ultratall_100_baseline,01_insert_last_child_under_last_root,3,2.189
artificial_trees_ultratall_100_baseline,01_insert_last_child_under_last_root,4,2.028
artificial_trees_ultratall_100_baseline,01_insert_last_child_under_last_root,5,2.363
artificial_trees_ultratall_100_baseline,02_insert_first_child_under_first_root,1,2.305
artificial_trees_ultratall_100_baseline,02_insert_first_child_under_first_root,2,2.291
artificial_trees_ultratall_100_baseline,02_insert_first_child_under_first_root,3,1.787
artificial_trees_ultratall_100_baseline,02_insert_first_child_under_first_root,4,2.260
artificial_trees_ultratall_100_baseline,02_insert_first_child_under_first_root,5,2.350
artificial_trees_ultratall_100_baseline,03_insert_last_root,1,1.570
artificial_trees_ultratall_100_baseline,03_insert_last_root,2,1.595
artificial_trees_ultratall_100_baseline,03_insert_last_root,3,1.492
artificial_trees_ultratall_100_baseline,03_insert_last_root,4,1.730
artificial_trees_ultratall_100_baseline,03_insert_last_root,5,1.491
artificial_trees_ultratall_100_baseline,04_insert_first_root,1,1.553
artificial_trees_ultratall_100_baseline,04_insert_first_root,2,1.325
artificial_trees_ultratall_100_baseline,04_insert_first_root,3,1.634
artificial_trees_ultratall_100_baseline,04_insert_first_root,4,1.337
artificial_trees_ultratall_100_baseline,04_insert_first_root,5,1.534
artificial_trees_ultratall_100_dewey,01_insert_last_child_under_last_root,1,3.535
artificial_trees_ultratall_100_dewey,01_insert_last_child_under_last_root,2,3.744
artificial_trees_ultratall_100_dewey,01_insert_last_child_under_last_root,3,3.797
artificial_trees_ultratall_100_dewey,01_insert_last_child_under_last_root,4,3.495
artificial_trees_ultratall_100_dewey,01_insert_last_child_under_last_root,5,3.656
artificial_trees_ultratall_100_dewey,02_insert_first_child_under_first_root,1,5.221
artificial_trees_ultratall_100_dewey,02_insert_first_child_under_first_root,2,5.559
artificial_trees_ultratall_100_dewey,02_insert_first_child_under_first_root,3,4.169
artificial_trees_ultratall_100_dewey,02_insert_first_child_under_first_root,4,5.227
artificial_trees_ultratall_100_dewey,02_insert_first_child_under_first_root,5,5.221
artificial_trees_ultratall_100_dewey,03_insert_last_root,1,2.561
artificial_trees_ultratall_100_dewey,03_insert_last_root,2,2.214
artificial_trees_ultratall_100_dewey,03_insert_last_root,3,2.128
artificial_trees_ultratall_100_dewey,03_insert_last_root,4,1.832
artificial_trees_ultratall_100_dewey,03_insert_last_root,5,2.263
artificial_trees_ultratall_100_dewey,04_insert_first_root,1,4.263
artificial_trees_ultratall_100_dewey,04_insert_first_root,2,4.277
artificial_trees_ultratall_100_dewey,04_insert_first_root,3,4.296
artificial_trees_ultratall_100_dewey,04_insert_first_root,4,4.052
artificial_trees_ultratall_100_dewey,04_insert_first_root,5,4.385
artificial_trees_ultratall_100_prepost,01_insert_last_child_under_last_root,1,3.469
artificial_trees_ultratall_100_prepost,01_insert_last_child_under_last_root,2,2.925
artificial_trees_ultratall_100_prepost,01_insert_last_child_under_last_root,3,2.869
artificial_trees_ultratall_100_prepost,01_insert_last_child_under_last_root,4,2.803
artificial_trees_ultratall_100_prepost,01_insert_last_child_under_last_root,5,2.993
artificial_trees_ultratall_100_prepost,02_insert_first_child_under_first_root,1,3.854
artificial_trees_ultratall_100_prepost,02_insert_first_child_under_first_root,2,3.731
artificial_trees_ultratall_100_prepost,02_insert_first_child_under_first_root,3,3.729
artificial_trees_ultratall_100_prepost,02_insert_first_child_under_first_root,4,3.653
artificial_trees_ultratall_100_prepost,02_insert_first_child_under_first_root,5,3.682
artificial_trees_ultratall_100_prepost,03_insert_last_root,1,1.723
artificial_trees_ultratall_100_prepost,03_insert_last_root,2,1.966
artificial_trees_ultratall_100_prepost,03_insert_last_root,3,1.913
artificial_trees_ultratall_100_prepost,03_insert_last_root,4,1.890
artificial_trees_ultratall_100_prepost,03_insert_last_root,5,2.369
artificial_trees_ultratall_100_prepost,04_insert_first_root,1,3.032
artificial_trees_ultratall_100_prepost,04_insert_first_root,2,2.898
artificial_trees_ultratall_100_prepost,04_insert_first_root,3,3.504
artificial_trees_ultratall_100_prepost,04_insert_first_root,4,3.077
artificial_trees_ultratall_100_prepost,04_insert_first_root,5,2.862
artificial_trees_ultratall_10_baseline,01_insert_last_child_under_last_root,1,2.366
artificial_trees_ultratall_10_baseline,01_insert_last_child_under_last_root,2,2.086
artificial_trees_ultratall_10_baseline,01_insert_last_child_under_last_root,3,2.032
artificial_trees_ultratall_10_baseline,01_insert_last_child_under_last_root,4,2.059
artificial_trees_ultratall_10_baseline,01_insert_last_child_under_last_root,5,2.379
artificial_trees_ultratall_10_baseline,02_insert_first_child_under_first_root,1,1.938
artificial_trees_ultratall_10_baseline,02_insert_first_child_under_first_root,2,2.219
artificial_trees_ultratall_10_baseline,02_insert_first_child_under_first_root,3,2.035
artificial_trees_ultratall_10_baseline,02_insert_first_child_under_first_root,4,1.884
artificial_trees_ultratall_10_baseline,02_insert_first_child_under_first_root,5,1.856
artificial_trees_ultratall_10_baseline,03_insert_last_root,1,1.362
artificial_trees_ultratall_10_baseline,03_insert_last_root,2,1.305
artificial_trees_ultratall_10_baseline,03_insert_last_root,3,1.274
artificial_trees_ultratall_10_baseline,03_insert_last_root,4,1.285
artificial_trees_ultratall_10_baseline,03_insert_last_root,5,1.296
artificial_trees_ultratall_10_baseline,04_insert_first_root,1,1.344
artificial_trees_ultratall_10_baseline,04_insert_first_root,2,1.292
artificial_trees_ultratall_10_baseline,04_insert_first_root,3,1.682
artificial_trees_ultratall_10_baseline,04_insert_first_root,4,1.472
artificial_trees_ultratall_10_baseline,04_insert_first_root,5,1.506
artificial_trees_ultratall_10_dewey,01_insert_last_child_under_last_root,1,3.197
artificial_trees_ultratall_10_dewey,01_insert_last_child_under_last_root,2,3.102
artificial_trees_ultratall_10_dewey,01_insert_last_child_under_last_root,3,3.550
artificial_trees_ultratall_10_dewey,01_insert_last_child_under_last_root,4,2.994
artificial_trees_ultratall_10_dewey,01_insert_last_child_under_last_root,5,3.123
artificial_trees_ultratall_10_dewey,02_insert_first_child_under_first_root,1,3.711
artificial_trees_ultratall_10_dewey,02_insert_first_child_under_first_root,2,3.402
artificial_trees_ultratall_10_dewey,02_insert_first_child_under_first_root,3,3.413
artificial_trees_ultratall_10_dewey,02_insert_first_child_under_first_root,4,3.283
artificial_trees_ultratall_10_dewey,02_insert_first_child_under_first_root,5,3.372
artificial_trees_ultratall_10_dewey,03_insert_last_root,1,2.256
artificial_trees_ultratall_10_dewey,03_insert_last_root,2,2.054
artificial_trees_ultratall_10_dewey,03_insert_last_root,3,2.029
artificial_trees_ultratall_10_dewey,03_insert_last_root,4,2.462
artificial_trees_ultratall_10_dewey,03_insert_last_root,5,2.016
artificial_trees_ultratall_10_dewey,04_insert_first_root,1,2.711
artificial_trees_ultratall_10_dewey,04_insert_first_root,2,2.704
artificial_trees_ultratall_10_dewey,04_insert_first_root,3,2.732
artificial_trees_ultratall_10_dewey,04_insert_first_root,4,2.700
artificial_trees_ultratall_10_dewey,04_insert_first_root,5,2.629
artificial_trees_ultratall_10_prepost,01_insert_last_child_under_last_root,1,2.737
artificial_trees_ultratall_10_prepost,01_insert_last_child_under_last_root,2,2.705
artificial_trees_ultratall_10_prepost,01_insert_last_child_under_last_root,3,2.733
artificial_trees_ultratall_10_prepost,01_insert_last_child_under_last_root,4,2.708
artificial_trees_ultratall_10_prepost,01_insert_last_child_under_last_root,5,2.655
artificial_trees_ultratall_10_prepost,02_insert_first_child_under_first_root,1,3.169
artificial_trees_ultratall_10_prepost,02_insert_first_child_under_first_root,2,2.785
artificial_trees_ultratall_10_prepost,02_insert_first_child_under_first_root,3,2.969
artificial_trees_ultratall_10_prepost,02_insert_first_child_under_first_root,4,2.872
artificial_trees_ultratall_10_prepost,02_insert_first_child_under_first_root,5,3.256
artificial_trees_ultratall_10_prepost,03_insert_last_root,1,1.976
artificial_trees_ultratall_10_prepost,03_insert_last_root,2,1.842
artificial_trees_ultratall_10_prepost,03_insert_last_root,3,1.807
artificial_trees_ultratall_10_prepost,03_insert_last_root,4,1.789
artificial_trees_ultratall_10_prepost,03_insert_last_root,5,1.795
artificial_trees_ultratall_10_prepost,04_insert_first_root,1,2.200
artificial_trees_ultratall_10_prepost,04_insert_first_root,2,1.828
artificial_trees_ultratall_10_prepost,04_insert_first_root,3,2.431
artificial_trees_ultratall_10_prepost,04_insert_first_root,4,1.965
artificial_trees_ultratall_10_prepost,04_insert_first_root,5,1.896
artificial_trees_ultrawide_100000_baseline,01_insert_last_child_under_last_root,1,34.340
artificial_trees_ultrawide_100000_baseline,01_insert_last_child_under_last_root,2,33.368
artificial_trees_ultrawide_100000_baseline,01_insert_last_child_under_last_root,3,33.529
artificial_trees_ultrawide_100000_baseline,01_insert_last_child_under_last_root,4,33.593
artificial_trees_ultrawide_100000_baseline,01_insert_last_child_under_last_root,5,33.532
artificial_trees_ultrawide_100000_baseline,02_insert_first_child_under_first_root,1,33.982
artificial_trees_ultrawide_100000_baseline,02_insert_first_child_under_first_root,2,33.742
artificial_trees_ultrawide_100000_baseline,02_insert_first_child_under_first_root,3,33.812
artificial_trees_ultrawide_100000_baseline,02_insert_first_child_under_first_root,4,29.824
artificial_trees_ultrawide_100000_baseline,02_insert_first_child_under_first_root,5,29.778
artificial_trees_ultrawide_100000_baseline,03_insert_last_root,1,1.738
artificial_trees_ultrawide_100000_baseline,03_insert_last_root,2,1.496
artificial_trees_ultrawide_100000_baseline,03_insert_last_root,3,1.458
artificial_trees_ultrawide_100000_baseline,03_insert_last_root,4,1.364
artificial_trees_ultrawide_100000_baseline,03_insert_last_root,5,1.419
artificial_trees_ultrawide_100000_baseline,04_insert_first_root,1,1.697
artificial_trees_ultrawide_100000_baseline,04_insert_first_root,2,1.760
artificial_trees_ultrawide_100000_baseline,04_insert_first_root,3,1.654
artificial_trees_ultrawide_100000_baseline,04_insert_first_root,4,1.563
artificial_trees_ultrawide_100000_baseline,04_insert_first_root,5,1.500
artificial_trees_ultrawide_100000_dewey,01_insert_last_child_under_last_root,1,94.080
artificial_trees_ultrawide_100000_dewey,01_insert_last_child_under_last_root,2,93.953
artificial_trees_ultrawide_100000_dewey,01_insert_last_child_under_last_root,3,93.609
artificial_trees_ultrawide_100000_dewey,01_insert_last_child_under_last_root,4,95.231
artificial_trees_ultrawide_100000_dewey,01_insert_last_child_under_last_root,5,85.358
artificial_trees_ultrawide_100000_dewey,02_insert_first_child_under_first_root,1,2364.110
artificial_trees_ultrawide_100000_dewey,02_insert_first_child_under_first_root,2,2332.638
artificial_trees_ultrawide_100000_dewey,02_insert_first_child_under_first_root,3,2310.665
artificial_trees_ultrawide_100000_dewey,02_insert_first_child_under_first_root,4,2301.450
artificial_trees_ultrawide_100000_dewey,02_insert_first_child_under_first_root,5,2281.158
artificial_trees_ultrawide_100000_dewey,03_insert_last_root,1,2.460
artificial_trees_ultrawide_100000_dewey,03_insert_last_root,2,2.124
artificial_trees_ultrawide_100000_dewey,03_insert_last_root,3,2.137
artificial_trees_ultrawide_100000_dewey,03_insert_last_root,4,2.128
artificial_trees_ultrawide_100000_dewey,03_insert_last_root,5,2.126
artificial_trees_ultrawide_100000_dewey,04_insert_first_root,1,2097.428
artificial_trees_ultrawide_100000_dewey,04_insert_first_root,2,2127.032
artificial_trees_ultrawide_100000_dewey,04_insert_first_root,3,2144.109
artificial_trees_ultrawide_100000_dewey,04_insert_first_root,4,2092.365
artificial_trees_ultrawide_100000_dewey,04_insert_first_root,5,2088.043
artificial_trees_ultrawide_100000_prepost,01_insert_last_child_under_last_root,1,163.498
artificial_trees_ultrawide_100000_prepost,01_insert_last_child_under_last_root,2,157.384
artificial_trees_ultrawide_100000_prepost,01_insert_last_child_under_last_root,3,157.693
artificial_trees_ultrawide_100000_prepost,01_insert_last_child_under_last_root,4,159.596
artificial_trees_ultrawide_100000_prepost,01_insert_last_child_under_last_root,5,159.105
artificial_trees_ultrawide_100000_prepost,02_insert_first_child_under_first_root,1,1477.003
artificial_trees_ultrawide_100000_prepost,02_insert_first_child_under_first_root,2,1312.333
artificial_trees_ultrawide_100000_prepost,02_insert_first_child_under_first_root,3,1300.703
artificial_trees_ultrawide_100000_prepost,02_insert_first_child_under_first_root,4,1303.714
artificial_trees_ultrawide_100000_prepost,02_insert_first_child_under_first_root,5,1370.184
artificial_trees_ultrawide_100000_prepost,03_insert_last_root,1,2.065
artificial_trees_ultrawide_100000_prepost,03_insert_last_root,2,2.203
artificial_trees_ultrawide_100000_prepost,03_insert_last_root,3,2.399
artificial_trees_ultrawide_100000_prepost,03_insert_last_root,4,2.421
artificial_trees_ultrawide_100000_prepost,03_insert_last_root,5,1.935
artificial_trees_ultrawide_100000_prepost,04_insert_first_root,1,1194.173
artificial_trees_ultrawide_100000_prepost,04_insert_first_root,2,1184.726
artificial_trees_ultrawide_100000_prepost,04_insert_first_root,3,1197.829
artificial_trees_ultrawide_100000_prepost,04_insert_first_root,4,1197.189
artificial_trees_ultrawide_100000_prepost,04_insert_first_root,5,1195.213
artificial_trees_ultrawide_10000_baseline,01_insert_last_child_under_last_root,1,6.410
artificial_trees_ultrawide_10000_baseline,01_insert_last_child_under_last_root,2,5.993
