Graph Name,Query Name,Annotation Method,Median Client-Side Runtime
ultrawide_10,check_if_ancestor_false,baseline,23.422
ultrawide_10,check_if_ancestor_false,dewey,1.717
ultrawide_10,check_if_ancestor_false,prepost,1.477
s3,all_descendants,baseline,3.719
s3,all_descendants,dewey,1.702
s3,all_descendants,prepost,1.989
s3,all_children,baseline,1.759
s3,all_children,dewey,1.916
s3,all_children,prepost,2.055
s3,all_leaves,baseline,5.853
s3,all_leaves,dewey,7.042
s3,all_leaves,prepost,2.44
s3,count_descendants,baseline,7.12
s3,count_descendants,dewey,3.907
s3,count_descendants,prepost,0.88
s3,count_leaves,baseline,9.505
s3,count_leaves,dewey,7.66
s3,count_leaves,prepost,6.557
s3,check_same_subtree_true,baseline,9.695
s3,check_same_subtree_true,dewey,5.87
s3,check_same_subtree_true,prepost,4.587
s3,all_ancestors,baseline,5.414
s3,all_ancestors,dewey,3.464
s3,all_ancestors,prepost,4.334
s3,check_if_ancestor_true,baseline,56.764
s3,check_if_ancestor_true,dewey,2.119
s3,check_if_ancestor_true,prepost,1.951
s3,check_same_subtree_false,baseline,20.797
s3,check_same_subtree_false,dewey,14.583
s3,check_same_subtree_false,prepost,7.621
s3,check_if_ancestor_false,baseline,57.376
s3,check_if_ancestor_false,dewey,2.299
s3,check_if_ancestor_false,prepost,1.898
artificial_forest_40,all_descendants,baseline,11.325
artificial_forest_40,all_descendants,dewey,5.956
artificial_forest_40,all_descendants,prepost,6.256
artificial_forest_40,all_children,baseline,5.191
artificial_forest_40,all_children,dewey,5.501
artificial_forest_40,all_children,prepost,4.256
artificial_forest_40,all_leaves,baseline,17.15
artificial_forest_40,all_leaves,dewey,11.258
artificial_forest_40,all_leaves,prepost,6.842
artificial_forest_40,count_descendants,baseline,11.541
artificial_forest_40,count_descendants,dewey,10.353
artificial_forest_40,count_descendants,prepost,1.298
artificial_forest_40,count_leaves,baseline,17.03
artificial_forest_40,count_leaves,dewey,16.326
artificial_forest_40,count_leaves,prepost,12.965
artificial_forest_40,check_same_subtree_true,baseline,20.619
artificial_forest_40,check_same_subtree_true,dewey,14.256
artificial_forest_40,check_same_subtree_true,prepost,7.85
artificial_forest_40,all_ancestors,baseline,11.488
artificial_forest_40,all_ancestors,dewey,6.674
artificial_forest_40,all_ancestors,prepost,7.063
artificial_forest_40,check_if_ancestor_true,baseline,54.971
artificial_forest_40,check_if_ancestor_true,dewey,2.309
artificial_forest_40,check_if_ancestor_true,prepost,1.598
artificial_forest_40,check_same_subtree_false,baseline,13.569
artificial_forest_40,check_same_subtree_false,dewey,6.368
artificial_forest_40,check_same_subtree_false,prepost,3.908
artificial_forest_40,check_if_ancestor_false,baseline,31.639
artificial_forest_40,check_if_ancestor_false,dewey,1.429
artificial_forest_40,check_if_ancestor_false,prepost,1.45
s2,all_descendants,baseline,6.763
s2,all_descendants,dewey,2.83
s2,all_descendants,prepost,2.558
s2,all_children,baseline,1.971
s2,all_children,dewey,2.011
s2,all_children,prepost,2.214
s2,all_leaves,baseline,20.205
s2,all_leaves,dewey,6.387
s2,all_leaves,prepost,4.989
s2,count_descendants,baseline,15.121
s2,count_descendants,dewey,9.619
s2,count_descendants,prepost,1.216
s2,count_leaves,baseline,18.503
s2,count_leaves,dewey,17.455
s2,count_leaves,prepost,11.245
s2,check_same_subtree_true,baseline,18.896
s2,check_same_subtree_true,dewey,12.499
s2,check_same_subtree_true,prepost,7.939
s2,all_ancestors,baseline,16.531
s2,all_ancestors,dewey,6.578
s2,all_ancestors,prepost,7.327
s2,check_if_ancestor_true,baseline,52.934
s2,check_if_ancestor_true,dewey,2.167
s2,check_if_ancestor_true,prepost,1.652
s2,check_same_subtree_false,baseline,20.908
s2,check_same_subtree_false,dewey,12.662
s2,check_same_subtree_false,prepost,7.912
s2,check_if_ancestor_false,baseline,52.853
s2,check_if_ancestor_false,dewey,2.16
s2,check_if_ancestor_false,prepost,1.599
ultratall_1000,all_descendants,baseline,21.071
ultratall_1000,all_descendants,dewey,3.86
ultratall_1000,all_descendants,prepost,3.368
ultratall_1000,all_children,baseline,7.722
ultratall_1000,all_children,dewey,4.857
ultratall_1000,all_children,prepost,6.45
ultratall_1000,all_leaves,baseline,27.396
ultratall_1000,all_leaves,dewey,8.394
ultratall_1000,all_leaves,prepost,6.789
ultratall_1000,count_descendants,baseline,20.926
ultratall_1000,count_descendants,dewey,10.314
ultratall_1000,count_descendants,prepost,1.323
ultratall_1000,count_leaves,baseline,24.005
ultratall_1000,count_leaves,dewey,11.099
ultratall_1000,count_leaves,prepost,11.131
ultratall_1000,check_same_subtree_true,baseline,11.752
ultratall_1000,check_same_subtree_true,dewey,7.113
ultratall_1000,check_same_subtree_true,prepost,4.22
ultratall_1000,all_ancestors,baseline,12.539
ultratall_1000,all_ancestors,dewey,4.948
ultratall_1000,all_ancestors,prepost,3.876
ultratall_1000,check_if_ancestor_true,baseline,32.523
ultratall_1000,check_if_ancestor_true,dewey,1.469
ultratall_1000,check_if_ancestor_true,prepost,1.321
ultratall_1000,check_same_subtree_false,baseline,14.403
ultratall_1000,check_same_subtree_false,dewey,6.85
ultratall_1000,check_same_subtree_false,prepost,6.409
ultratall_1000,check_if_ancestor_false,baseline,28.104
ultratall_1000,check_if_ancestor_false,dewey,1.406
ultratall_1000,check_if_ancestor_false,prepost,1.35
truebase_1000,all_descendants,baseline,11.8
truebase_1000,all_descendants,dewey,3.645
truebase_1000,all_descendants,prepost,2.652
truebase_1000,all_children,baseline,4.089
truebase_1000,all_children,dewey,3.3
truebase_1000,all_children,prepost,2.913
truebase_1000,all_leaves,baseline,27.271
truebase_1000,all_leaves,dewey,8.341
truebase_1000,all_leaves,prepost,4.909
truebase_1000,count_descendants,baseline,17.985
truebase_1000,count_descendants,dewey,4.484
truebase_1000,count_descendants,prepost,1.108
truebase_1000,count_leaves,baseline,24.821
truebase_1000,count_leaves,dewey,9.493
truebase_1000,count_leaves,prepost,12.599
truebase_1000,check_same_subtree_true,baseline,23.554
truebase_1000,check_same_subtree_true,dewey,8.584
truebase_1000,check_same_subtree_true,prepost,9.16
truebase_1000,all_ancestors,baseline,18.881
truebase_1000,all_ancestors,dewey,6.137
truebase_1000,all_ancestors,prepost,7.032
truebase_1000,check_if_ancestor_true,baseline,57.237
truebase_1000,check_if_ancestor_true,dewey,2.07
truebase_1000,check_if_ancestor_true,prepost,1.774
truebase_1000,check_same_subtree_false,baseline,25.953
truebase_1000,check_same_subtree_false,dewey,10.659
truebase_1000,check_same_subtree_false,prepost,9.255
truebase_1000,check_if_ancestor_false,baseline,58.831
truebase_1000,check_if_ancestor_false,dewey,1.946
truebase_1000,check_if_ancestor_false,prepost,1.85
truebase_100000,all_descendants,baseline,317.043
truebase_100000,all_descendants,dewey,39.574
truebase_100000,all_descendants,prepost,35.652
truebase_100000,all_children,baseline,5.632
truebase_100000,all_children,dewey,30.05
truebase_100000,all_children,prepost,19.136
truebase_100000,all_leaves,baseline,293.537
truebase_100000,all_leaves,dewey,95.98
truebase_100000,all_leaves,prepost,34.742
truebase_100000,count_descendants,baseline,263.138
truebase_100000,count_descendants,dewey,25.52
truebase_100000,count_descendants,prepost,0.934
truebase_100000,count_leaves,baseline,268.96
truebase_100000,count_leaves,dewey,80.253
truebase_100000,count_leaves,prepost,17.9
truebase_100000,check_same_subtree_true,baseline,22.267
truebase_100000,check_same_subtree_true,dewey,19.211
truebase_100000,check_same_subtree_true,prepost,34.611
truebase_100000,all_ancestors,baseline,17.101
truebase_100000,all_ancestors,dewey,29.683
truebase_100000,all_ancestors,prepost,17.706
truebase_100000,check_if_ancestor_true,baseline,57.864
truebase_100000,check_if_ancestor_true,dewey,2.176
truebase_100000,check_if_ancestor_true,prepost,1.914
truebase_100000,check_same_subtree_false,baseline,16.385
truebase_100000,check_same_subtree_false,dewey,10.889
truebase_100000,check_same_subtree_false,prepost,37.85
truebase_100000,check_if_ancestor_false,baseline,34.453
truebase_100000,check_if_ancestor_false,dewey,1.606
truebase_100000,check_if_ancestor_false,prepost,1.463
ultratall_10,all_descendants,baseline,8.777
ultratall_10,all_descendants,dewey,4.431
ultratall_10,all_descendants,prepost,4.044
ultratall_10,all_children,baseline,7.089
ultratall_10,all_children,dewey,6.261
ultratall_10,all_children,prepost,7.515
ultratall_10,all_leaves,baseline,18.135
ultratall_10,all_leaves,dewey,12.872
ultratall_10,all_leaves,prepost,6.672
ultratall_10,count_descendants,baseline,11.644
ultratall_10,count_descendants,dewey,11.44
ultratall_10,count_descendants,prepost,1.264
