graph,query,scenario,run,runtime_ms
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q01_q02,3,4312.966
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q01_q02,4,4380.181
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q01_q02,5,4421.810
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q01_q02,1,5309.143
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q01_q02,2,4933.143
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q01_q02,3,5078.651
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q01_q02,4,5139.905
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q01_q02,5,5124.128
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q01_q02,1,5642.319
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q01_q02,2,5229.917
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q01_q02,3,5448.229
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q01_q02,4,5216.086
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q01_q02,5,5269.493
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q04,1,9.388
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q04,2,1.288
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q04,3,1.210
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q04,4,1.195
artificial_trees_ultrawide_100000_baseline,01_all_descendants,q04,5,1.167
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q04,1,12.959
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q04,2,1.469
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q04,3,1.282
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q04,4,1.287
artificial_trees_ultrawide_100000_dewey,01_all_descendants,q04,5,1.306
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q04,1,11.041
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q04,2,1.312
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q04,3,1.311
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q04,4,1.255
artificial_trees_ultrawide_100000_prepost,01_all_descendants,q04,5,1.319
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q07,1,95.970
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q07,2,1.701
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q07,3,1.577
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q07,4,1.493
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q07,5,1.528
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q07,1,39.244
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q07,2,1.825
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q07,3,1.298
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q07,4,1.279
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q07,5,1.265
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q07,1,37.554
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q07,2,1.294
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q07,3,1.642
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q07,4,1.181
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q07,5,1.182
