graph,query,scenario,run,runtime_ms
snb_sf1_place_baseline,01_all_descendants,q04,4,1.118
snb_sf1_place_baseline,01_all_descendants,q04,5,1.132
snb_sf1_place_dewey,01_all_descendants,q04,1,11.484
snb_sf1_place_dewey,01_all_descendants,q04,2,1.295
snb_sf1_place_dewey,01_all_descendants,q04,3,1.309
snb_sf1_place_dewey,01_all_descendants,q04,4,1.293
snb_sf1_place_dewey,01_all_descendants,q04,5,1.304
snb_sf1_place_prepost,01_all_descendants,q04,1,10.347
snb_sf1_place_prepost,01_all_descendants,q04,2,1.602
snb_sf1_place_prepost,01_all_descendants,q04,3,1.533
snb_sf1_place_prepost,01_all_descendants,q04,4,1.517
snb_sf1_place_prepost,01_all_descendants,q04,5,1.533
snb_sf1_place_baseline,11_check_if_ancestor,q07,1,62.751
snb_sf1_place_baseline,11_check_if_ancestor,q07,2,1.449
snb_sf1_place_baseline,11_check_if_ancestor,q07,3,1.295
snb_sf1_place_baseline,11_check_if_ancestor,q07,4,1.305
snb_sf1_place_baseline,11_check_if_ancestor,q07,5,1.421
snb_sf1_place_dewey,11_check_if_ancestor,q07,1,33.038
snb_sf1_place_dewey,11_check_if_ancestor,q07,2,1.195
snb_sf1_place_dewey,11_check_if_ancestor,q07,3,1.094
snb_sf1_place_dewey,11_check_if_ancestor,q07,4,1.116
snb_sf1_place_dewey,11_check_if_ancestor,q07,5,1.055
snb_sf1_place_prepost,11_check_if_ancestor,q07,1,36.077
snb_sf1_place_prepost,11_check_if_ancestor,q07,2,1.540
snb_sf1_place_prepost,11_check_if_ancestor,q07,3,1.065
snb_sf1_place_prepost,11_check_if_ancestor,q07,4,1.079
snb_sf1_place_prepost,11_check_if_ancestor,q07,5,1.072
snb_sf1_place_baseline,11_check_if_ancestor,q08,1,8.270
snb_sf1_place_baseline,11_check_if_ancestor,q08,2,1.267
snb_sf1_place_baseline,11_check_if_ancestor,q08,3,1.493
snb_sf1_place_baseline,11_check_if_ancestor,q08,4,1.149
snb_sf1_place_baseline,11_check_if_ancestor,q08,5,1.124
snb_sf1_place_dewey,11_check_if_ancestor,q08,1,7.357
snb_sf1_place_dewey,11_check_if_ancestor,q08,2,1.097
snb_sf1_place_dewey,11_check_if_ancestor,q08,3,1.058
snb_sf1_place_dewey,11_check_if_ancestor,q08,4,1.425
snb_sf1_place_dewey,11_check_if_ancestor,q08,5,1.052
snb_sf1_place_prepost,11_check_if_ancestor,q08,1,7.496
snb_sf1_place_prepost,11_check_if_ancestor,q08,2,1.171
snb_sf1_place_prepost,11_check_if_ancestor,q08,3,1.089
snb_sf1_place_prepost,11_check_if_ancestor,q08,4,1.103
snb_sf1_place_prepost,11_check_if_ancestor,q08,5,1.102
snb_sf1_tagclass_baseline,01_all_descendants,q01_q02,1,36.994
snb_sf1_tagclass_baseline,01_all_descendants,q01_q02,2,9.695
snb_sf1_tagclass_baseline,01_all_descendants,q01_q02,3,9.383
snb_sf1_tagclass_baseline,01_all_descendants,q01_q02,4,9.734
snb_sf1_tagclass_baseline,01_all_descendants,q01_q02,5,9.566
snb_sf1_tagclass_dewey,01_all_descendants,q01_q02,1,55.308
snb_sf1_tagclass_dewey,01_all_descendants,q01_q02,2,10.958
snb_sf1_tagclass_dewey,01_all_descendants,q01_q02,3,10.634
snb_sf1_tagclass_dewey,01_all_descendants,q01_q02,4,11.119
snb_sf1_tagclass_dewey,01_all_descendants,q01_q02,5,10.876
snb_sf1_tagclass_prepost,01_all_descendants,q01_q02,1,53.946
snb_sf1_tagclass_prepost,01_all_descendants,q01_q02,2,11.568
snb_sf1_tagclass_prepost,01_all_descendants,q01_q02,3,11.126
snb_sf1_tagclass_prepost,01_all_descendants,q01_q02,4,11.340
snb_sf1_tagclass_prepost,01_all_descendants,q01_q02,5,11.114
snb_sf1_tagclass_baseline,01_all_descendants,q04,1,9.113
snb_sf1_tagclass_baseline,01_all_descendants,q04,2,1.530
snb_sf1_tagclass_baseline,01_all_descendants,q04,3,1.448
snb_sf1_tagclass_baseline,01_all_descendants,q04,4,1.429
snb_sf1_tagclass_baseline,01_all_descendants,q04,5,1.765
snb_sf1_tagclass_dewey,01_all_descendants,q04,1,11.777
snb_sf1_tagclass_dewey,01_all_descendants,q04,2,1.567
snb_sf1_tagclass_dewey,01_all_descendants,q04,3,1.489
snb_sf1_tagclass_dewey,01_all_descendants,q04,4,1.521
snb_sf1_tagclass_dewey,01_all_descendants,q04,5,1.461
snb_sf1_tagclass_prepost,01_all_descendants,q04,1,10.325
snb_sf1_tagclass_prepost,01_all_descendants,q04,2,1.634
snb_sf1_tagclass_prepost,01_all_descendants,q04,3,1.535
snb_sf1_tagclass_prepost,01_all_descendants,q04,4,1.491
snb_sf1_tagclass_prepost,01_all_descendants,q04,5,1.499
snb_sf1_tagclass_baseline,11_check_if_ancestor,q07,1,61.323
snb_sf1_tagclass_baseline,11_check_if_ancestor,q07,2,1.413
snb_sf1_tagclass_baseline,11_check_if_ancestor,q07,3,1.204
snb_sf1_tagclass_baseline,11_check_if_ancestor,q07,4,1.163
snb_sf1_tagclass_baseline,11_check_if_ancestor,q07,5,1.152
snb_sf1_tagclass_dewey,11_check_if_ancestor,q07,1,35.273
snb_sf1_tagclass_dewey,11_check_if_ancestor,q07,2,1.295
snb_sf1_tagclass_dewey,11_check_if_ancestor,q07,3,1.075
snb_sf1_tagclass_dewey,11_check_if_ancestor,q07,4,1.146
snb_sf1_tagclass_dewey,11_check_if_ancestor,q07,5,1.088
snb_sf1_tagclass_prepost,11_check_if_ancestor,q07,1,37.373
snb_sf1_tagclass_prepost,11_check_if_ancestor,q07,2,1.200
snb_sf1_tagclass_prepost,11_check_if_ancestor,q07,3,1.482
snb_sf1_tagclass_prepost,11_check_if_ancestor,q07,4,1.026
snb_sf1_tagclass_prepost,11_check_if_ancestor,q07,5,1.023
snb_sf1_tagclass_baseline,11_check_if_ancestor,q08,1,10.069
snb_sf1_tagclass_baseline,11_check_if_ancestor,q08,2,1.389
snb_sf1_tagclass_baseline,11_check_if_ancestor,q08,3,1.327
snb_sf1_tagclass_baseline,11_check_if_ancestor,q08,4,1.582
snb_sf1_tagclass_baseline,11_check_if_ancestor,q08,5,1.156
snb_sf1_tagclass_dewey,11_check_if_ancestor,q08,1,7.104
snb_sf1_tagclass_dewey,11_check_if_ancestor,q08,2,1.109
snb_sf1_tagclass_dewey,11_check_if_ancestor,q08,3,1.074
snb_sf1_tagclass_dewey,11_check_if_ancestor,q08,4,1.033
snb_sf1_tagclass_dewey,11_check_if_ancestor,q08,5,1.437
snb_sf1_tagclass_prepost,11_check_if_ancestor,q08,1,7.493
snb_sf1_tagclass_prepost,11_check_if_ancestor,q08,2,1.248
snb_sf1_tagclass_prepost,11_check_if_ancestor,q08,3,1.091
snb_sf1_tagclass_prepost,11_check_if_ancestor,q08,4,1.044
snb_sf1_tagclass_prepost,11_check_if_ancestor,q08,5,1.079
