graph,query,scenario,run,runtime_ms
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,1,8.860
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,2,1.391
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,3,1.344
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,4,1.345
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,5,1.343
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,1,8.091
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,2,1.405
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,3,1.354
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,4,1.329
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,5,1.327
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,1,37.435
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,2,11.410
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,3,11.213
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,4,11.579
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,5,11.579
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,1,53.952
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,2,13.700
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,3,13.280
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,4,13.444
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,5,13.143
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,1,53.055
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,2,13.715
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,3,13.824
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,4,13.763
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,5,13.763
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,1,10.256
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,2,1.853
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,3,1.699
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,4,1.701
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,5,1.679
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,1,12.672
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,2,1.907
