Graph Name,Query Name,Annotation Method,Median Client-Side Runtime
truebase_1000,all_leaves,prepost,7.965
truebase_1000,count_descendants,baseline,16.819
truebase_1000,count_descendants,dewey,7.908
truebase_1000,count_descendants,prepost,1.348
truebase_1000,count_leaves,baseline,23.876
truebase_1000,count_leaves,dewey,15.988
truebase_1000,count_leaves,prepost,12.662
truebase_1000,check_same_subtree_true,baseline,22.279
truebase_1000,check_same_subtree_true,dewey,14.164
truebase_1000,check_same_subtree_true,prepost,7.919
truebase_1000,all_ancestors,baseline,10.373
truebase_1000,all_ancestors,dewey,3.687
truebase_1000,all_ancestors,prepost,3.127
truebase_1000,check_if_ancestor_true,baseline,34.635
truebase_1000,check_if_ancestor_true,dewey,1.641
truebase_1000,check_if_ancestor_true,prepost,1.418
truebase_1000,check_same_subtree_false,baseline,9.947
truebase_1000,check_same_subtree_false,dewey,7.664
truebase_1000,check_same_subtree_false,prepost,3.715
truebase_1000,check_if_ancestor_false,baseline,30.724
truebase_1000,check_if_ancestor_false,dewey,1.834
truebase_1000,check_if_ancestor_false,prepost,1.651
truebase_100000,all_descendants,baseline,311.804
truebase_100000,all_descendants,dewey,42.152
truebase_100000,all_descendants,prepost,36.273
truebase_100000,all_children,baseline,6.958
truebase_100000,all_children,dewey,22.036
truebase_100000,all_children,prepost,10.266
truebase_100000,all_leaves,baseline,303.611
truebase_100000,all_leaves,dewey,95.513
truebase_100000,all_leaves,prepost,33.866
truebase_100000,count_descendants,baseline,259.186
truebase_100000,count_descendants,dewey,31.365
truebase_100000,count_descendants,prepost,1.296
truebase_100000,count_leaves,baseline,260.608
truebase_100000,count_leaves,dewey,90.192
truebase_100000,count_leaves,prepost,14.78
truebase_100000,check_same_subtree_true,baseline,16.305
truebase_100000,check_same_subtree_true,dewey,15.278
truebase_100000,check_same_subtree_true,prepost,39.022
truebase_100000,all_ancestors,baseline,15.192
truebase_100000,all_ancestors,dewey,30.266
truebase_100000,all_ancestors,prepost,15.609
truebase_100000,check_if_ancestor_true,baseline,56.361
truebase_100000,check_if_ancestor_true,dewey,2.088
truebase_100000,check_if_ancestor_true,prepost,1.621
truebase_100000,check_same_subtree_false,baseline,24.39
truebase_100000,check_same_subtree_false,dewey,17.878
truebase_100000,check_same_subtree_false,prepost,31.925
truebase_100000,check_if_ancestor_false,baseline,56.025
truebase_100000,check_if_ancestor_false,dewey,2.278
truebase_100000,check_if_ancestor_false,prepost,1.717
ultratall_10,all_descendants,baseline,4.114
ultratall_10,all_descendants,dewey,2.334
ultratall_10,all_descendants,prepost,3.545
ultratall_10,all_children,baseline,2.642
ultratall_10,all_children,dewey,3.116
ultratall_10,all_children,prepost,2.326
ultratall_10,all_leaves,baseline,16.089
ultratall_10,all_leaves,dewey,10.505
ultratall_10,all_leaves,prepost,7.791
ultratall_10,count_descendants,baseline,11.595
ultratall_10,count_descendants,dewey,10.932
ultratall_10,count_descendants,prepost,1.323
ultratall_10,count_leaves,baseline,17.207
ultratall_10,count_leaves,dewey,17.74
