Graph Name,Query Name,Annotation Method,Median Client-Side Runtime
ultratall_10,all_children,baseline,1.761
ultratall_10,all_children,dewey,1.936
ultratall_10,all_children,prepost,1.679
ultratall_10,all_leaves,baseline,1.948
ultratall_10,all_leaves,dewey,1.912
ultratall_10,all_leaves,prepost,1.635
ultratall_10,count_descendants,baseline,1.323
ultratall_10,count_descendants,dewey,0.9
ultratall_10,count_descendants,prepost,0.803
ultratall_10,count_leaves,baseline,1.361
ultratall_10,count_leaves,dewey,1.34
ultratall_10,count_leaves,prepost,1.215
ultratall_10,check_same_subtree_true,baseline,2.036
ultratall_10,check_same_subtree_true,dewey,1.741
ultratall_10,check_same_subtree_true,prepost,1.777
ultratall_10,all_ancestors,baseline,1.514
ultratall_10,all_ancestors,dewey,1.705
ultratall_10,all_ancestors,prepost,1.823
ultratall_10,check_if_ancestor_true,baseline,1.896
ultratall_10,check_if_ancestor_true,dewey,1.739
ultratall_10,check_if_ancestor_true,prepost,1.715
ultratall_10,check_same_subtree_false,baseline,1.588
ultratall_10,check_same_subtree_false,dewey,1.242
ultratall_10,check_same_subtree_false,prepost,1.46
ultratall_10,check_if_ancestor_false,baseline,1.739
ultratall_10,check_if_ancestor_false,dewey,1.707
ultratall_10,check_if_ancestor_false,prepost,1.832
artificial_forest_1000,all_descendants,baseline,9.061
artificial_forest_1000,all_descendants,dewey,9.103
artificial_forest_1000,all_descendants,prepost,9.485
artificial_forest_1000,all_children,baseline,1.869
artificial_forest_1000,all_children,dewey,2.355
artificial_forest_1000,all_children,prepost,2.253
artificial_forest_1000,all_leaves,baseline,7.625
artificial_forest_1000,all_leaves,dewey,7.438
artificial_forest_1000,all_leaves,prepost,5.712
artificial_forest_1000,count_descendants,baseline,1.847
artificial_forest_1000,count_descendants,dewey,1.552
artificial_forest_1000,count_descendants,prepost,1.479
artificial_forest_1000,count_leaves,baseline,3.021
artificial_forest_1000,count_leaves,dewey,2.675
artificial_forest_1000,count_leaves,prepost,1.566
artificial_forest_1000,check_same_subtree_true,baseline,2.09
artificial_forest_1000,check_same_subtree_true,dewey,1.553
artificial_forest_1000,check_same_subtree_true,prepost,1.84
artificial_forest_1000,all_ancestors,baseline,2.709
artificial_forest_1000,all_ancestors,dewey,3.294
artificial_forest_1000,all_ancestors,prepost,2.667
artificial_forest_1000,check_if_ancestor_true,baseline,1.811
artificial_forest_1000,check_if_ancestor_true,dewey,1.317
artificial_forest_1000,check_if_ancestor_true,prepost,1.408
artificial_forest_1000,check_same_subtree_false,baseline,1.638
artificial_forest_1000,check_same_subtree_false,dewey,1.598
artificial_forest_1000,check_same_subtree_false,prepost,1.556
artificial_forest_1000,check_if_ancestor_false,baseline,1.774
artificial_forest_1000,check_if_ancestor_false,dewey,1.422
artificial_forest_1000,check_if_ancestor_false,prepost,1.102
ultrawide_10000,all_descendants,baseline,374.589
ultrawide_10000,all_descendants,dewey,418.484
ultrawide_10000,all_descendants,prepost,428.405
ultrawide_10000,all_children,baseline,2.932
ultrawide_10000,all_children,dewey,8.956
ultrawide_10000,all_children,prepost,8.85
ultrawide_10000,all_leaves,baseline,304.652
ultrawide_10000,all_leaves,dewey,361.627
ultrawide_10000,all_leaves,prepost,353.017
ultrawide_10000,count_descendants,baseline,8.146
ultrawide_10000,count_descendants,dewey,3.676
ultrawide_10000,count_descendants,prepost,2.66
ultrawide_10000,count_leaves,baseline,15.573
ultrawide_10000,count_leaves,dewey,10.658
ultrawide_10000,count_leaves,prepost,5.1
ultrawide_10000,check_same_subtree_true,baseline,1.479
ultrawide_10000,check_same_subtree_true,dewey,1.256
ultrawide_10000,check_same_subtree_true,prepost,1.324
ultrawide_10000,all_ancestors,baseline,3.594
ultrawide_10000,all_ancestors,dewey,6.128
ultrawide_10000,all_ancestors,prepost,6.803
ultrawide_10000,check_if_ancestor_true,baseline,1.347
ultrawide_10000,check_if_ancestor_true,dewey,1.217
ultrawide_10000,check_if_ancestor_true,prepost,1.206
ultrawide_10000,check_same_subtree_false,baseline,2.14
ultrawide_10000,check_same_subtree_false,dewey,1.873
ultrawide_10000,check_same_subtree_false,prepost,1.979
ultrawide_10000,check_if_ancestor_false,baseline,1.964
ultrawide_10000,check_if_ancestor_false,dewey,1.845
ultrawide_10000,check_if_ancestor_false,prepost,1.966
